//
/////////////////////////////////////////// EXTRASUNNY_LA
//
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midnight
     6   0   0    210 194 182    255 255 255     99 196 255    101 194 255    255 255 255     255  255  255    1.98      1.0       0.24     127        40          98      1600.0      82.0     0.4              104   38   36     156  146  121     134  170  170  240      255      119   98   65      255      110   74   24       25           180                 0            1.0    
// 9AM
     7   0   0    210 194 182    255 255 255    108 187 255    112 188 255    255 255 255     255  255  255    1.76      1.0       0.18     154        30         121      1600.0      64.0     0.3               89   37   33     153  150  136     123  170  170  240      255      106   90   61      255      124   88   33       25           180                 0            1.0    
// 10AM
     8   0   0    210 194 182    255 255 255    117 178 255    123 182 255    255 255 255     255  255  255    1.54      1.0       0.12     181        20         144      1600.0      46.0     0.2               74   36   29     150  155  152     112  170  170  240      255       92   82   56      255      138  101   42       25           180                 0            1.0    
// 11AM
     9   0   0    210 194 182    255 255 255    126 169 255    134 176 255    255 255 255     255  255  255    1.32      1.0       0.06     208         9         167      1600.0      28.0     0.1               59   35   26     147  159  167     101  170  170  240      255       79   74   52      255      152  115   51       25           180                 0            1.0    
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midday
    11   0   0    210 194 182    255 255 255    135 161 255    145 171 255    255 255 255     255  255  255     1.1      1.0        0.0     236         0         190      1600.0      10.0     0.0               44   34   23     145  164  183      90  170  170  240      255       66   66   48      255      166  129   60       25           180                 0            1.0    
// 1PM
    10   0   0    216 202 182    255 255 255    125 154 248    129 163 246    250 231 218     236  226  218     1.5      1.0        0.0     218         5         173      1600.0      10.0    0.11               54   34   25     152  158  170      84  159  159  240      255       74   74   56      255      154  117   52       25           180                 0            1.0    
// 2PM
    10   1   1    222 211 182    255 255 255    115 148 242    113 155 237    245 207 182     217  197  182     1.9      1.0        0.0     200        11         157      1600.0      10.0    0.23               65   35   27     160  152  158      78  149  149  240      255       82   82   64      255      143  106   45       25           180                 0            1.0    
// 3PM
     9   2   2    229 220 182    254 254 254    106 142 235     98 147 228    240 183 145     197  169  145     2.3      1.0        0.0     182        17         140      1600.0      10.0    0.34               76   36   30     168  146  145      72  138  138  240      254       90   90   73      254      131   95   38       25           180                 0            1.0    
// 4PM
     9   2   2    235 228 182    255 255 255     96 135 229     82 140 220    236 159 109     179  140  109     2.7      1.0        0.0     164        22         124      1600.0      10.0    0.46               87   37   32     176  140  133      67  128  128  240      255       99   99   81      255      120   83   31       25           180                 0            1.0    
// 5PM
     8   3   3    242 237 182    255 255 255     87 129 222     67 132 211    231 135  72     160  112   72     3.1      1.0        0.0     146        28         107      1600.0      10.0    0.57               98   38   35     184  134  120      61  117  117  240      255      107  107   90      255      108   72   24       25           180                 0            1.0    
// 6PM
     8   4   4    248 246 182    255 255 255     77 123 216     51 124 202    226 111  36     141   83   36     3.5      1.0        0.0     128        34          91      1600.0      10.0    0.69              109   39   37     192  128  108      55  107  107  240      255      115  115   98      255       97   61   17       25           180                 0            1.0    
// 7PM
     8   5   5    255 255 182    255 255 255     68 117 210     36 117 194    222  88   0     122   55    0     3.9      1.0        0.0     110        40          75      1600.0      10.0     0.8              120   40   40     200  123   96      50   97   97  240      255      124  124  107      255       86   50   10       25           180                 0            1.0    
// 8PM
    25  14  14    210 194 182    255 255 255    181 150  84    167 108  65    255 128   0     255  128    0     2.0      1.0        0.4     100        60           0      1600.0      10.0     1.0              120   40   40      72  107  159      67   67   67  240      255       81   85   40      255       66   27    0       25           140                 0            1.0    
// 9PM
    14   9  12    217 209 213    255 255 255     95  80  52     88  59  45    255 128   0     130   68    0     1.5      1.0       0.35     130        80           0      1400.0      10.0     1.0               95   33   25      43   59   96      67   67   64  240      255      145  114   62      255       71   39    0       25           115                 0            1.0    
// 10PM
     4   4  11    225 225 245    255 255 255     10  10  20     10  10  25    255 128   0       5    8    0     1.0      1.0        0.3     160       100           0      1200.0      10.0     1.0               70   27   10      15   11   34      67   67   62  240      255      209  143   84      255       76   51    0       25            90                 0            1.0    
// 11PM
     4   4   8    227 227 242    255 255 255      5   5  10      5   5  13    255 128   0       5    4    0     1.0      1.0        0.3     180       100           0      1000.0      55.0     1.0               50   23    5       9    7   18      76   76   63  240      255      104   71   43      255       38   25    0       12            90                 0            1.0    
//
/////////////////////////////////////////// SUNNY_LA
//
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midnight
     4   4   6    230 230 240    255 255 255      0   0   1      0   0   1    255 128   0       5    0    0     1.0      0.4        0.4     200       100           0      1600.0     100.0     1.0                0    0    0       3    3    3      85   85   65  240      255        0    0    3      255        0    0    1       55           220                 0            1.0    
// 1AM
     7   7   4    232 230 238    255 255 255      0   0   1      2   2   3    255 128   0      55   25    0     0.8     0.38       0.48     190       100           0      1600.0     100.0     1.0                0    0    0       5    5    6      73   78   62  240      255        3    3    2      255        1    1    0       62           220                 0            1.0    
// 2AM
    11  11   3    234 230 236    255 255 255      1   1   1      5   5   6    255 128   0     105   51    0     0.6     0.36       0.56     180       100           0      1600.0     100.0     1.0                0    0    0       7    7    9      61   71   59  240      255        6    6    1      255        2    2    0       69           220                 0            1.0    
// 3AM
    15  15   2    236 230 234    255 255 255      1   1   2      8   8   8    255 128   0     155   76    0     0.4     0.34       0.64     170       100           0      1600.0     100.0     1.0                0    0    0       9   10   12      49   64   57  240      255        9    9    1      255        4    4    0       76           220                 0            1.0    
// 4AM
    19  19   1    238 230 232    255 255 255      2   2   2     11  11  11    255 128   0     205  102    0     0.2     0.32       0.72     160       100           0      1600.0     100.0     1.0                0    0    0      11   12   15      37   57   54  240      255       12   12    0      255        5    5    0       83           220                 0            1.0    
// 5AM
    23  23   0    240 230 230    255 255 255      3   3   3     14  14  14    255 128   0     255  128    0     0.0      0.3        0.8     150       100           0      1600.0     100.0     1.0                0    0    0      14   15   18      25   51   52  240      255       15   15    0      255        7    7    0       90           220                 0            1.0    
// 6AM
    22  17   8    210 194 182    255 255 255     90 205 255    200 144  85    255 128   0     255  128    0     1.2      0.5        0.2     140        93           0      1600.0     100.0     0.8              100   34   25     120   92   88      90  170  170  240      255       86   86   86      255      149   94    0      177           220                 0            1.0    
// 7AM
    12   4   0    210 194 182    255 255 255     63 205 255     62 200 255    255 128   0     255  128    0     2.2      1.0        0.0     211         0         149      1600.0     100.0     0.5              120   40   40     159  142  106     145  170  170  240      255       58  110  115      255      123   70   14      177           220                 0            1.0    
// 8AM
    12   5   0    210 194 182    255 255 255     77 196 255     78 194 255    241 137   0     237  122    2     2.1      1.0        0.0     216         0         157      1600.0     100.0     0.4              104   38   36     153  139  109     134  170  170  240      255       60  112  116      255      130   73   15      159           220                 0            1.0    
// 9AM
    12   6   0    210 194 182    255 255 255     91 187 255     95 188 255    228 146   0     220  116    5     2.0      1.0        0.0     221         0         165      1600.0     100.0     0.3               89   37   33     147  136  112     123  170  170  240      255       62  114  117      255      137   77   16      141           220                 0            1.0    
// 10AM
    12   7   0    210 194 182    255 255 255    106 178 255    111 182 255    215 156   0     202  110    8     1.9      1.0        0.0     226         0         173      1600.0     100.0     0.2               74   36   29     141  133  116     112  170  170  240      255       65  116  118      255      145   80   18      123           220                 0            1.0    
// 11AM
    12   8   0    210 194 182    255 255 255    120 169 255    128 176 255    202 165   0     185  104   11     1.8      1.0        0.0     231         0         181      1600.0     100.0     0.1               59   35   26     135  130  119     101  170  170  240      255       67  118  119      255      152   84   19      105           220                 0            1.0    
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midday
    12  10   0    210 194 182    255 255 255    135 161 255    145 171 255    189 175   0     168   98   14     1.7      1.0        0.0     236         0         190      1600.0     100.0     0.0               44   34   23     129  128  123      90  170  170  240      255       70  121  120      255      160   88   21       88           220                 0            1.0    
// 1PM
    12  10   0    210 194 182    255 255 255    126 160 248    133 167 244    190 168   0     180  102   12    2.53      1.0        0.0     218         5         173      1600.0     100.0    0.11               54   34   25     132  131  127      84  159  159  240      255       72  121  119      255      153   84   19       88           220                 0            1.0    
// 2PM
    13  10   0    210 194 182    255 255 255    117 159 241    122 163 234    191 161   0     192  106   10    3.36      1.0        0.0     200        11         157      1600.0     100.0    0.23               65   35   27     136  135  132      78  149  149  240      255       75  121  118      255      146   80   17       88           220                 0            1.0    
// 3PM
    13  10   0    210 194 182    254 254 254    108 158 234    111 159 223    192 154   0     205  110    8    4.19      1.0        0.0     182        17         140      1600.0     100.0    0.34               76   36   30     140  139  136      72  138  138  240      254       78  121  117      254      140   76   16       88           220                 0            1.0    
// 4PM
    14  10   0    210 194 182    255 255 255    100 158 228    100 155 213    194 148   0     217  115    6    5.01      1.0        0.0     164        22         124      1600.0     100.0    0.46               87   37   32     143  143  141      67  128  128  240      255       81  122  116      255      133   72   14       88           220                 0            1.0    
// 5PM
    14  10   0    210 194 182    255 255 255     91 157 221     89 151 202    195 141   0     230  119    4    5.84      1.0        0.0     146        28         107      1600.0     100.0    0.57               98   38   35     147  147  145      61  117  117  240      255       84  122  115      255      127   68   13       88           220                 0            1.0    
// 6PM
    15  10   0    210 194 182    255 255 255     82 156 214     78 147 192    196 134   0     242  123    2    6.67      1.0        0.0     128        34          91      1600.0     100.0    0.69              109   39   37     151  151  150      55  107  107  240      255       87  122  114      255      120   64   11       88           220                 0            1.0    
// 7PM
    16  10   0    210 194 182    255 255 255     74 156 208     67 144 182    198 128   0     255  128    0     7.5      1.0        0.0     110        40          75      1600.0     100.0     0.8              120   40   40     155  155  155      50   97   97  240      255       90  123  113      255      114   61   10       88           220                 0            1.0    
// 8PM
    12  10   4    210 194 182    255 255 255    181 150  84    167 118  65    255 128   0     255  128    0     2.0      1.0        0.2     100        60           0      1600.0      43.0     1.0                0    0    0     163   83   63      67   67   67  240      255      129   93   71      255       66   27    0      177           220                 0            1.0    
// 9PM
     8   7   7    217 209 213    255 255 255     95  80  52     88  64  45    255 128   0     130   68    0     1.5      0.7        0.3     130        80           0      1600.0      42.0     1.0               35   13    5     109   69   59      67   67   64  240      255      129   46   35      255       66   66    0      144           140                 0            1.0    
// 10PM
     4   4  11    225 225 245    255 255 255     10  10  20     10  10  25    255 128   0       5    8    0     1.0      0.4        0.4     160       100           0      1600.0      41.0     1.0               70   27   10      55   55   55      67   67   62  240      255      129    0    0      255       66  106    0      111            60                 0            1.0    
// 11PM
     4   4   8    227 227 242    255 255 255      5   5  10      5   5  13    255 128   0       5    4    0     1.0      0.4        0.4     180       100           0      1600.0      70.5     1.0               35   13    5      29   29   29      76   76   63  240      255       64    0    1      255       33   53    0       83           140                 0            1.0    
//
/////////////////////////////////////////// EXTRASUNNY_SMOG_LA
//
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midnight
     4   4   6    230 230 240    255 255 255      0   0   1      0   0   1    255 128   0       5    0    0     1.0      0.3        0.9     200       102           0      1600.0     100.0     1.0               30   20    0       3    3    3      85   85   65  240      255        0    0    3      255        0    0    1       25            80                 0            1.0    
// 1AM
     7   7   4    232 230 238    255 255 255      0   0   1      2   2   3    255 128   0      55   25    0     0.8      0.3        0.9     190       101           0      1600.0      90.0     1.0               31   17    2       7    8    9      78   88   72  240      255        3    3    2      255        1    1    0       25            80                 0            1.0    
// 2AM
    11  11   3    234 230 236    255 255 255      1   1   1      5   5   6    255 128   0     105   51    0     0.6      0.3        0.9     180       101           0      1600.0      80.0     1.0               32   15    4      12   13   16      72   92   80  240      255        6    6    1      255        2    2    0       25            80                 0            1.0    
// 3AM
    15  15   2    236 230 234    255 255 255      1   1   2      8   8   8    255 128   0     155   76    0     0.4      0.3        0.9     170       100           0      1600.0      70.0     1.0               33   13    6      17   19   22      65   96   88  240      255        9    9    1      255        4    4    0       25            80                 0            1.0    
// 4AM
    19  19   1    238 230 232    255 255 255      2   2   2     11  11  11    255 128   0     205  102    0     0.2      0.3        0.9     160       100           0      1600.0      60.0     1.0               34   11    8      22   24   29      59  100   96  240      255       12   12    0      255        5    5    0       25            80                 0            1.0    
// 5AM
    23  23   0    240 230 230    255 255 255      3   3   3     14  14  14    255 128   0     255  128    0     0.0      0.3        0.9     150       100           0      1600.0      50.0     1.0               35    9   10      27   30   36      53  104  104  240      255       15   15    0      255        7    7    0       25            80                 0            1.0    
// 6AM
    20  16  16    210 194 182    255 255 255     90 205 255    200 144  85    255 128   0     255  128    0     8.4      0.2        0.4     140        93           0      1600.0      50.0     0.8              100   34   25     120   92   88      90  170  170  240      255       86   86   86      255      149   94    0       25           120                 0            1.0    
// 7AM
    11   7   1    210 194 182    255 255 255     90 205 255    114 148 166    255 128   0     255  128    0     1.2      0.2        0.8     100        50          75      1600.0      10.0     0.5              120   40   40     159  142  106     145  170  170  240      255      106  107   84      255       96   61   15       25           120                 0            1.0    
// 8AM
    11   7   1    210 194 182    255 255 255     99 196 255    120 152 183    255 128   0     255  128    0    1.16      0.2        0.7     127        40          98      1600.0      10.0     0.4              104   38   36     156  146  121     134  170  170  240      255      101  101   75      255      101   67   20       25           106                 0            1.0    
// 9AM
    12   7   1    210 194 182    255 255 255    108 187 255    126 157 201    255 128   0     255  128    0    1.12      0.2        0.6     154        30         121      1600.0      10.0     0.3               89   37   33     153  150  136     123  170  170  240      255       96   96   67      255      107   74   25       25            92                 0            1.0    
// 10AM
    12   7   1    210 194 182    255 255 255    117 178 255    132 161 219    255 128   0     255  128    0    1.08      0.2        0.5     181        20         144      1600.0      10.0     0.2               74   36   29     150  155  152     112  170  170  240      255       91   90   59      255      113   80   30       25            78                 0            1.0    
// 11AM
    13   7   1    210 194 182    255 255 255    126 169 255    138 166 237    255 128   0     255  128    0    1.04      0.2        0.4     208         9         167      1600.0      10.0     0.1               59   35   26     147  159  167     101  170  170  240      255       86   85   51      255      119   87   35       25            63                 0            1.0    
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midday
    14   7   2    210 194 182    255 255 255    135 161 255    145 171 255    255 128   0     255  128    0     1.0      0.2        0.3     236         0         190      1600.0      10.0     0.0               44   34   23     145  164  183      90  170  170  240      255       82   80   43      255      125   94   40       25            50                 0            1.0    
// 1PM
    13   7   2    210 194 182    255 255 255    129 156 241    137 167 244    246 128   0     255  128    0    1.93     0.21        0.4     218         5         177      1600.0      10.0    0.11               54   34   25     152  158  170      84  159  159  240      255       88   81   46      255      119   87   35       25            64                 0            1.0    
// 2PM
    12   7   2    210 194 182    255 255 255    123 151 227    129 163 234    238 128   0     255  128    0    2.86     0.23        0.5     200        11         165      1600.0      10.0    0.23               65   35   27     160  152  158      78  149  149  240      255       94   83   49      255      113   81   31       25            78                 0            1.0    
// 3PM
    12   8   3    210 194 182    254 254 254    117 146 212    121 159 223    230 128   0     254  128    0    3.79     0.24        0.6     182        17         152      1600.0      10.0    0.34               76   36   30     168  146  145      72  138  138  240      254      100   85   53      254      108   75   27       25            92                 0            1.0    
// 4PM
    11   8   3    210 194 182    255 255 255    111 141 199    113 155 213    222 128   0     255  128    0    4.71     0.26        0.7     164        22         140      1600.0      10.0    0.46               87   37   32     176  140  133      67  128  128  240      255      106   87   56      255      102   68   22       25           107                 0            1.0    
// 5PM
    11   9   4    210 194 182    255 255 255    105 136 185    105 151 202    214 128   0     255  128    0    5.64     0.27        0.8     146        28         127      1600.0      10.0    0.57               98   38   35     184  134  120      61  117  117  240      255      112   89   60      255       97   62   18       25           121                 0            1.0    
// 6PM
    10   9   4    210 194 182    255 255 255     99 131 171     97 147 192    206 128   0     255  128    0    6.57     0.29        0.9     128        34         115      1600.0      10.0    0.69              109   39   37     192  128  108      55  107  107  240      255      118   91   63      255       91   56   14       25           135                 0            1.0    
// 7PM
    10  10   5    210 194 182    255 255 255     93 127 157     90 144 182    198 128   0     255  128    0     7.5      0.3        1.0     110        40         103      1600.0      10.0     0.8              120   40   40     200  123   96      50   97   97  240      255      124   93   67      255       86   50   10       25           150                 0            1.0    
// 8PM
    10   5   5    210 194 182    255 255 255    181 150  84    167 118  65    255 128   0     255  128    0     2.0      0.3        1.0     100        60           0      1600.0      10.0     1.0              120   40   40      72  107  159      67   67   67  240      255      121  102   80      255       44   24    0       25           150                 0            1.0    
// 9PM
     7   4   8    217 209 213    255 255 255     95  80  52     88  64  45    255 128   0     130   68    0     1.5      0.3       0.65     130        80           0      1600.0      10.0     1.0               95   33   25      43   59   96      67   67   64  240      255      122  113  102      255       44   24    0       25           115                 0            1.0    
// 10PM
     4   4  11    225 225 245    255 255 255     10  10  20     10  10  25    255 128   0       5    8    0     1.0      0.3        0.3     160       100           0      1600.0      10.0     1.0               70   27   10      15   11   34      67   67   62  240      255      124  124  124      255       44   24    0       25            80                 0            1.0    
// 11PM
     4   4   8    227 227 242    255 255 255      5   5  10      5   5  13    255 128   0       5    4    0     1.0      0.3        0.6     180       101           0      1600.0      55.0     1.0               50   23    5       9    7   18      76   76   63  240      255       62   62   63      255       22   12    0       25            80                 0            1.0    
//
/////////////////////////////////////////// SUNNY_SMOG_LA
//
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midnight
     4   4   6    230 230 240    255 255 255      0   0   1      0   0   1    255 128   0       5    0    0     1.0      0.4        0.6     200       100           0      1600.0     155.0     1.0               30   20    0       3    3    3      85   85   65  240      255        0    0    3      255        0    0    1      122            90                 0            1.0    
// 1AM
     7   7   4    232 230 238    255 255 255      0   0   1      2   2   3    255 128   0      55   25    0     0.8      0.4       0.68     190       100           0      1600.0     155.0     1.0               31   17    2       7    8    9      78   88   72  240      255        3    3    2      255        1    1    0      122            90                 0            1.0    
// 2AM
    11  11   3    234 230 236    255 255 255      1   1   1      5   5   6    255 128   0     105   51    0     0.6      0.4       0.76     180       100           0      1600.0     155.0     1.0               32   15    4      12   13   16      72   92   80  240      255        6    6    1      255        2    2    0      122            90                 0            1.0    
// 3AM
    15  15   2    236 230 234    255 255 255      1   1   2      8   8   8    255 128   0     155   76    0     0.4      0.4       0.84     170       100           0      1600.0     155.0     1.0               33   13    6      17   19   22      65   96   88  240      255        9    9    1      255        4    4    0      122            90                 0            1.0    
// 4AM
    19  19   1    238 230 232    255 255 255      2   2   2     11  11  11    255 128   0     205  102    0     0.2      0.4       0.92     160       100           0      1600.0     155.0     1.0               34   11    8      22   24   29      59  100   96  240      255       12   12    0      255        5    5    0      122            90                 0            1.0    
// 5AM
    23  23   0    240 230 230    255 255 255      3   3   3     14  14  14    255 128   0     255  128    0     0.0      0.4        1.0     150       100           0      1600.0     155.0     1.0               35    9   10      27   30   36      53  104  104  240      255       15   15    0      255        7    7    0      122            90                 0            1.0    
// 6AM
    33  33  33    210 194 182    255 255 255     90 205 255    200 144  85    255 128   0     255  128    0     8.4      0.3        0.9     140        93           0      1600.0     100.0     0.8              100   34   25     120   92   88      90  170  170  240      255       86   86   86      255      149   94    0      122           120                 0            1.0    
// 7AM
    20  11   5    210 194 182    255 255 255     90 205 255    222 204 200    255 128   0     255  128    0     1.2      0.2        0.1     236        50          75      1600.0     100.0     0.5              120   40   40     159  142  106     145  170  170  240      255      106  106  106      255       96   61   15      122           180                 0            1.0    
// 8AM
    19  10   4    210 194 182    255 255 255     99 196 255    206 197 211    255 128   0     255  128    0    1.46     0.36        0.1     236        40          98      1600.0      96.0     0.4              104   38   36     156  146  121     134  170  170  240      255      110  109  106      255       96   63   14      122           180                 0            1.0    
// 9AM
    18   9   3    210 194 182    255 255 255    108 187 255    191 190 222    255 128   0     255  128    0    1.72     0.52        0.1     236        30         121      1600.0      92.0     0.3               89   37   33     153  150  136     123  170  170  240      255      114  112  107      255       97   66   13      122           180                 0            1.0    
// 10AM
    17   8   2    210 194 182    255 255 255    117 178 255    175 184 233    255 128   0     255  128    0    1.98     0.68        0.1     236        20         144      1600.0      88.0     0.2               74   36   29     150  155  152     112  170  170  240      255      118  116  108      255       97   68   12      122           180                 0            1.0    
// 11AM
    16   7   0    210 194 182    255 255 255    126 169 255    160 177 244    255 128   0     255  128    0    2.24     0.84        0.1     236         9         167      1600.0      84.0     0.1               59   35   26     147  159  167     101  170  170  240      255      122  119  109      255       98   71   11      122           180                 0            1.0    
// Amb            Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona         SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt     LightOnGround    LowCloudsRGB      BottomCloudRGB    WaterRGBA              Alpha1    RGB1              Alpha2    RGB2              CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midday
    15   7   0    210 194 182    255 255 255    135 161 255    145 171 255    255 128   0     255  128    0     2.5      1.0        0.1     236         0         190      1600.0      80.0     0.0               44   34   23     145  164  183      90  170  170  240      255      127  123  110      255       99   74   10      122           180                 0            1.0    
// 1PM
    15   7   0    210 194 182    255 255 255    131 158 241    137 167 244    255 117   0     255  146   36    2.76      0.9       0.14     234         5         173      1600.0      70.0    0.11               54   34   25     152  158  170      84  159  159  240      255      126  123  109      255       97   70   10      122           180                 0            1.0    
// 2PM
    15   8   0    210 194 182    255 255 255    127 155 227    129 163 234    255 107   0     255  164   72    3.01      0.8       0.19     232        11         157      1600.0      60.0    0.23               65   35   27     160  152  158      78  149  149  240      255      126  123  109      255       95   67   10      122           180                 0            1.0    
// 3PM
    15   8   0    210 194 182    254 254 254    123 152 212    121 159 223    254  96   0     254  182  109    3.27      0.7       0.23     230        17         140      1600.0      50.0    0.34               76   36   30     168  146  145      72  138  138  240      254      125  123  108      254       93   63   10      122           180                 0            1.0    
// 4PM
    15   9   0    210 194 182    255 255 255    120 150 199    113 155 213    255  86   0     255  200  145    3.53      0.6       0.27     228        22         124      1600.0      40.0    0.46               87   37   32     176  140  133      67  128  128  240      255      125  123  108      255       91   60   10      122           180                 0            1.0    
// 5PM
    15   9   0    210 194 182    255 255 255    116 147 185    105 151 202    255  75   0     255  218  182    3.79      0.5       0.31     226        28         107      1600.0      30.0    0.57               98   38   35     184  134  120      61  117  117  240      255      124  123  107      255       89   56   10      122           180                 0            1.0    
// 6PM
    15  10   0    210 194 182    255 255 255    112 144 171     97 147 192    255  65   0     255  236  218    4.04      0.4       0.36     224        34          91      1600.0      20.0    0.69              109   39   37     192  128  108      55  107  107  240      255      124  123  107      255       87   53   10      122           180                 0            1.0    
// 7PM
    15  11   0    210 194 182    255 255 255    109 142 157     90 144 182    255  55   0     255  255  255     4.3      0.3        0.4     222        40          75      1600.0      10.0     0.8              120   40   40     200  123   96      50   97   97  240      255      124  124  107      255       86   50   10      122           180                 0            1.0    
// 8PM
    15   5   0    210 194 182    255 255 255    181 150  84    167 118  65    255 128   0     255  128    0     2.0      0.3        0.7     100        60           0      1600.0      10.0     1.0              120   40   40      72  107  159      67   67   67  240      255      121   93   71      255       44   24    0      122           120                 0            1.0    
// 9PM
     9   4   5    217 209 213    255 255 255     95  80  52     88  64  45    255 128   0     130   68    0     1.5      0.3       0.65     130        80           0      1600.0      10.0     1.0               95   33   25      43   59   96      67   67   64  240      255      119  108   77      255       55   25    0      122           105                 0            1.0    
// 10PM
     4   4  11    225 225 245    255 255 255     10  10  20     10  10  25    255 128   0       5    8    0     1.0      0.3        0.6     160       100           0      1600.0      10.0     1.0               70   27   10      15   11   34      67   67   62  240      255      117  124   83      255       66   27    0      122            90                 0            1.0    
// 11PM
     4   4   8    227 227 242    255 255 255      5   5  10      5   5  13    255 128   0       5    4    0     1.0     0.35        0.6     180       100           0      1600.0      82.5     1.0               50   23    5       9    7   18      76   76   63  240      255       58   62   43      255       33   13    0      122            90                 0            1.0    
//
/////////////////////////////////////////// CLOUDY_LA
//
