AIRPS -1501.6 -386.2 18.0 180.0
SFDPL -1966.7 884.9 43.8 130.0
OCENP -2652.3 -22.8 6.2 140.0
SFCHR -1957.0 1119.6 53.5 160.0
SFCT1 -2016.6 329.7 34.0 180.0
SFTRS -2530.8 1223.2 41.7 140.0
SFMKT -2404.8 722.7 38.0 140.0
MISHL -2398.0 -594.0 129.0 180.0
GARC1 -2221.0 43.0 38.0 120.0
OCFTP -2906.7 478.4 5.4 160.0
PIE69 -1657.0 1386.4 7.1 160.0
ISL69 -1504.1 1375.7 3.6 160.0
End

LV
LVPDP 2324.0 2458.0 10.0 130.0
LVHSP 1658.0 1784.0 10.0 120.0
LVFST 1763.5 2075.5 11.0 130.0
VROCK 2635.9 2387.4 15.0 130.0
ROCAE 2347.9 2310.3 11.5 180.0
PIMPF 2027.2 1582.1 11.1 180.0
TPSWA 2033.0 1178.6 12.0 180.0
AIRPV 1715.1 1449.8 12.0 160.0
LVCT1 2656.9 839.1 10.5 160.0
LVCT2 2486.5 1883.5 16.4 160.0
KACC1 2618.9 2704.2 12.3 180.0
BLKFC 1542.0 743.0 13.0 160.0
LVSCH 1173.0 1353.0 10.0 130.0
RANPI 1638.0 601.0 15.0 180.0
ROKPI 2298.9 568.0 10.0 180.0
PMDLV 2100.1 1285.4 15.1 160.0
VISAG 2118.3 1903.8 12.6 160.0
End

CS
MCHTP -2236.0 -1711.0 480.0 150.0
FLNTR -74.0 -1580.0 2.0 100.0
APHSP -2197.0 -2281.0 31.0 130.0
APPDP -2173.0 -2389.0 31.0 130.0
DLPDP 638.0 -569.0 16.0 130.0
MGHSP 1230.0 322.0 20.0 130.0
DLBAR 679.0 -474.0 16.0 130.0
APTRP -2064.0 -2529.3 31.4 100.0
APBAI -2074.0 -2457.6 34.5 130.0
FLNGS -101.8 -1168.9 2.7 160.0
WHTGS -1602.6 -2730.8 50.4 180.0
APNGS -2253.6 -2560.4 45.0 160.0
MGOGS 1382.7 448.7 21.0 160.0
PANO1 -732.0 -116.9 70.8 120.0
PANO2 -513.5 -126.3 74.9 150.0
PACEM 2246.1 -57.2 31.1 140.0
HLTOP 1026.2 -338.2 79.6 160.0
BCNHL -341.9 -1074.3 59.4 170.0
BOBBK -805.0 -2656.0 90.0 160.0
PALO1 2229.6 -68.3 25.6 160.0
EBTRP -930.0 -511.0 26.0 160.0
CSTLS -285.0 -2191.0 30.0 160.0
BAR69 16.0 -2651.0 40.0 160.0
FLEI1 69.0 -216.0 3.0 160.0
FLNR1 -601.2 -1473.9 14.7 160.0
FLNFN -330.7 -929.4 50.1 160.0
HLTPC 737.5 -269.6 10.1 160.0
RCRST 1551.9 26.3 24.0 160.0 
PALOF 1914.9 165.2 37.1 160.0
EBFRM -81.6 -22.8 4.6 180.0
TFARM -1100.0 -1140.0 140.0 250.0 
FLWHS -369.4 -449.1 18.9 160.0 
FLBEC -37.0 -1120.0 9.0 150.0
End

DE
DEAMM 795.0 1668.0 5.0 150.0
DEAMM -319.0 817.0 14.0 150.0
FCPDP -221.0 992.2 19.0 130.0
EQPDP -1400.0 2634.0 55.0 130.0
FCHSP -304.0 1054.0 20.0 130.0
EQHSP -1512.0 2529.0 56.0 130.0
ARA69 182.0 1871.0 25.0 500.0
LPBAR -82.0 1374.0 12.0 130.0
LPTRP -21.0 1349.0 10.0 100.0
EQNOR -1499.6 2677.6 58.6 100.0
BGEAR -329.9 1553.6 84.8 130.0
PAYA1 -203.5 2692.1 63.8 160.0
DEDNT -146.5 1206.1 20.0 160.0
EQBGS -1296.2 2677.1 51.8 160.0
BAYS1 -2434.0 2217.9 3.7 170.0
BAYV2 -2485.4 2377.4 12.7 150.0
FORT1 -302.0 1132.0 21.0 160.0
BAYSS -2253.0 2379.0 6.0 160.0
FTCF1 310.7 1090.1 15.4 160.0
FTCF2 563.0 1136.6 16.5 160.0
BCRHT -317.3 1291.8 43.1 160.0
GCRST -215.2 2634.1 64.3 160.0
VORCH -917.3 2679.8 42.2 160.0
OILF1 609.1 1399.0 11.1 180.0
OILF2 439.2 1337.2 10.4 180.0
OILF3 446.1 1500.7 10.0 180.0
TIRHS -1425.6 2172.0 50.2 160.0
End

SA
QUEU1 1131.0 -1133.0 24.0 120.0 0
QUEU1 1321.0 -1704.0 13.0 120.0 1
QUEU1 2462.0 -1499.0 23.0 120.0 2
QUEU1 -2625.0 150.0 4.0 120.0 3
HUNTR -711.0 -2610.0 73.0 120.0
HUNTR -992.0 -2419.0 73.0 120.0
HUNTR -636.0 -2102.0 29.0 120.0
HUNTR -440.0 -1685.0 11.0 120.0
SWEEL -628.1 -2256.1 24.2 80.0
SWEEL -1008.4 -1145.5 129.2 80.0
SWEEL 219.9 -226.0 1.7 60.0
SWEEL 2353.4 -646.5 128.0 80.0
SWEEL 1264.0 335.0 23.5 100.0
SWEEL -2659.7 1531.0 55.0 80.0
SWEEL -1290.9 -2139.6 23.4 250.0
SWEEL -803.9 -774.4 155.5 250.0
SWEEL -24.8 -36.3 3.5 200.0
SWEEL 1082.8 1074.3 10.2 250.0
SWEEL -435.1 1748.8 72.0 250.0
SWEEL -606.3 2348.9 116.3 250.0
SWEEL 301.8 2046.6 88.0 250.0
DPGRG 1565.0 -1629.0 13.0 120.0
DPGRG -1605.0 668.0 5.0 120.0
DPGRG 2277.0 2458.0 0.0 120.0
VUNLD 2445.4 -1768.0 13.3 100.0 180.0
VUNLD 2445.719 -1892.672 13.726 130.0 0.5
VUNLD 2398.124 -2014.727 13.727 130.0 269.1
VUNLD 2117.878 -1871.005 13.720 130.0 74.0
VUNLD 1912.439 -1860.820 13.735 130.0 88.3
VUNLD 1626.992 -1551.372 13.836 130.0 270.0
VUNLD 1637.846 -1900.536 13.726 130.0 269.6
VUNLD 1391.969 -1647.681 13.549 130.0 268.6
VUNLD 2445.588 -2112.404 13.722 130.0 0.9
VUNLD 2184.553 -2296.191 13.720 130.0 46.1
VUNLD 2270.622 -2341.760 13.721 130.0 317.6
VUNLD 2415.279 -2510.147 13.826 130.0 89.5
VUNLD 2503.423 -2625.143 13.822 130.0 91.0
VUNLD 2651.079 -2388.185 13.806 130.0 269.7
VUNLD 2519.982 -2433.730 13.793 130.0 225.5
VUNLD 2578.370 -2440.221 13.805 130.0 315.6
VUNLD 2205.415 -2530.557 13.720 130.0 272.2
VUNLD 1853.267 -1795.289 13.721 130.0 90.0
VUNLD 1382.430 -1895.283 13.660 130.0 88.9
VUNLD 957.541 -1458.491 13.675 130.0 179.7
VUNLD 1023.995 -1367.933 13.735 130.0 90.2
VUNLD 858.616 -1283.141 14.235 130.0 273.3
VUNLD 989.581 -1104.834 24.002 130.0 89.6
VUNLD 1133.401 -868.143 43.365 130.0 269.8
VUNLD 1803.515 -1431.621 13.595 130.0 90.2
VUNLD 2019.290 -1097.220 24.852 130.0 249.5
VUNLD 2382.162 -1476.910 24.046 130.0 269.6
VUNLD 2207.203 -1323.472 24.158 130.0 358.8
VUNLD 2420.976 -2218.504 13.720 130.0 313.9
VUNLD 2003.995 -2094.098 13.721 130.0 269.7
VUNLD 1744.095 -2063.337 13.778 130.0 180.0
VUNLD 361.335 -1325.716 14.733 130.0 211.0
VUNLD 2332.778 -2073.029 13.722 130.0 88.8
VUNLD -1949.3608 -1078.5784 31.1666 130.0 0.0
VUNLD -2272.8525 3.6108 35.7132 130.0 270.0
VUNLD -2718.5906 82.2845 4.5603 130.0 270.0
VUNLD -2757.1337 237.4833 7.5306 130.0 180.0
VUNLD -2542.0646 -36.9223 16.8921 130.0 180.0
VUNLD -2689.1707 1404.415 7.4945 130.0 168.5
VUNLD -2192.5463 191.319 35.7133 130.0 0.0
VUNLD -2213.5 422.3 35.5651 130.0 0.0
VUNLD -2436.0774 955.0883 45.69 130.0 270.0
VUNLD -2466.8586 779.9647 35.5649 130.0 90.0
VUNLD -2504.3599 762.7557 35.5653 130.0 270.0
VUNLD -1868.5685 1412.0554 7.5797 130.0 223.5
VUNLD -1830.5803 -11.7864 15.5102 130.0 270.0
VUNLD -1725.3215 -127.0147 3.9436 130.0 134.8
VUNLD -1863.2993 -217.7272 18.7682 130.0 270.0
VUNLD -2671.7446 236.6061 4.7297 130.0 90.0
VUNLD -2505.7739 2357.1199 5.3782 130.0 180.0
VUNLD 2256.8474 2763.884 10.8203 130.0 90.0
VUNLD 2299.893 2747.726 10.994 130.0 270.0
VUNLD 2351.380 2754.601 10.994 130.0 270.0
VUNLD 2363.683 2570.106 10.993 130.0 270.2
VUNLD 2128.883 2511.726 10.994 130.0 193.8
VUNLD 1959.302 2145.952 10.994 130.0 91.1
VUNLD 1743.774 2235.423 10.994 130.0 90.6
VUNLD 1685.699 2358.891 10.986 130.0 270.4
VUNLD 2821.927 2605.220 10.994 130.0 45.6
VUNLD 2540.204 1926.054 10.996 130.0 89.6
VUNLD 2609.568 1429.820 10.994 130.0 179.1
VUNLD 2443.700 1158.276 10.994 130.0 89.3
VUNLD 2494.635 1208.133 10.994 130.0 179.4
VUNLD 1891.296 1173.664 10.997 130.0 180.3
VUNLD 2025.024 2041.469 10.994 130.0 269.9
VUNLD 1843.770 2087.769 10.994 130.0 180.3
VUNLD 1743.082 1863.097 10.990 130.0 0.7
VUNLD 1022.880 2271.313 10.993 130.0 179.1
VUNLD 975.373 2169.559 10.994 130.0 268.9
VUNLD 1103.383 1926.222 10.994 130.0 90.1
VUNLD 1136.881 1920.138 10.994 130.0 269.6
VUNLD 953.491 1659.149 8.827 130.0 269.9
VUNLD 1663.545 715.887 10.993 130.0 358.7
VUNLD 1405.936 977.536 10.990 130.0 0.3
VUNLD 1371.931 1161.574 10.995 130.0 359.5
VUNLD 1450.851 2349.629 10.994 130.0 270.6
VUNLD 2833.207 899.934 10.931 130.0 0.7
SWEEL 922.9 189.3 45.0 180.0
GASST -101.9 -1174.3 2.5 160.0 0
GASST 1939.6 -1758.1 13.0 130.0 1
GASST 649.0 -561.0 16.0 130.0 2
GASST 1379.8 457.2 19.9 130.0 3
GASST -1600.2 -2724.0 48.6 180.0 4
GASST -2405.2 975.9 45.3 180.0 5
GASST -1473.6 1864.2 32.6 160.0 6
GASST -1331.3 2677.9 50.0 160.0 7
GASST 602.1 1693.2 6.9 160.0 8
GASST 2151.7 2747.5 10.8 130.0 9
GASST 1591.9 2200.0 10.8 130.0 10
GASST 2119.7 910.3 10.8 130.0 11
GASST 2634.9 1116.3 10.8 130.0 12
GASST -2245.7 -2563.8 31.9 130.0 13
BASKT 2302.2 -1527.9 26.8 150.0 0
BASKT 2780.9 -2013.7 14.0 150.0 1
BASKT 2505.3 1283.6 11.2 150.0 2
BASKT 2582.8 2449.0 12.8 150.0 3
CAREP 2390.26 -1716.4274 13.5601 130.0 0.0
CAREP 2015.8176 -1707.8165 13.5469 130.0 270.0
CAREP 1879.6323 -2023.381 13.2697 130.0 0.0
CAREP 1724.6715 -2096.7864 13.4364 130.0 0.0
CAREP 2344.5769 -1906.7819 13.5571 130.0 0.0
CAREP 2498.2097 -2025.6791 13.5469 130.0 180.0
CAREP 2645.272 -1990.0002 13.5537 130.0 0.0
CAREP 2503.7329 -1025.9496 70.0859 130.0 0.0
CAREP 2148.2112 -1237.2852 24.3809 130.0 180.0
CAREP 1218.2328 -1112.569 24.6283 130.0 270.0
CAREP 981.5126 -1523.8298 13.5565 130.0 90.0
CAREP 291.6901 -1172.7006 80.9099 130.0 227.0
CAREP 134.8041 -1490.4214 18.7554 130.0 61.0
CAREP 479.748 -1089.5427 82.4461 130.0 180.0
CAREP -95.7175 -1581.9667 2.6172 130.0 120.0
CAREP -83.6718 -1188.99 1.75 130.0 250.0
CAREP -270.1373 -2195.2644 28.7698 130.0 295.0
CAREP -22.5428 -2524.6885 36.6361 130.0 210.0
CAREP -843.6513 -2797.1941 71.1944 130.0 116.0
CAREP -1625.4927 -2695.4998 48.5391 130.0 48.0
CAREP -2237.0483 -2476.979 31.1678 130.0 322.0
CAREP -2124.6069 -2503.9863 30.6172 130.0 51.0
CAREP -1907.0685 -1703.6516 21.75 130.0 189.0
CAREP -2069.4309 -1148.7554 31.506 130.0 28.0
CAREP -2227.0498 305.7573 35.1172 130.0 180.0
CAREP -2506.113 375.2474 35.1171 130.0 239.0
CAREP -2414.4075 531.7177 29.9297 130.0 245.0
CAREP -2874.0112 726.6274 29.3236 130.0 100.0
CAREP -2494.9092 1216.9055 37.4219 130.0 142.0
CAREP -2439.6655 1041.5485 50.3966 130.0 270.0
CAREP -1655.3567 1315.1794 7.0391 130.0 135.0
CAREP -2575.2119 931.421 64.9844 130.0 0.0
CAREP -2637.5549 791.9346 49.9844 130.0 0.0
CAREP -2645.303 721.5246 27.9546 130.0 0.0
CAREP -2526.6758 2254.124 4.9653 130.0 335.0
CAREP -1476.0692 2691.7429 55.7234 130.0 180.0
CAREP -1311.3661 2702.2976 50.0625 130.0 185.0
CAREP -1108.8926 2115.5403 87.1991 130.0 95.0
CAREP -901.4805 1548.8213 25.9141 130.0 268.0
CAREP -742.8842 1445.4894 16.4693 130.0 91.0
CAREP -237.1076 2804.6824 61.5703 130.0 180.0
CAREP -319.1893 2676.2253 62.6326 130.0 182.0
CAREP 653.1881 1698.5544 6.9922 130.0 131.0
CAREP 506.2013 1112.4338 14.8188 130.0 0.0
CAREP -72.8693 970.006 19.7847 130.0 0.0
CAREP 888.6216 2040.2251 11.461 130.0 90.0
CAREP 991.5284 1938.3517 11.3078 130.0 270.0
CAREP 949.0414 2274.8357 11.4643 130.0 0.0
CAREP 1801.5934 2595.1819 10.8203 130.0 0.0
CAREP 2200.988 2528.8821 10.813 130.0 180.0
CAREP 1959.2205 2173.5093 10.8203 130.0 180.0
CAREP 2267.8716 2336.5535 10.8203 130.0 270.0
CAREP 1463.9862 2362.5674 10.8203 130.0 0.0
CAREP 2815.0415 2375.7344 10.8203 130.0 90.0
CAREP 2672.0825 1994.3243 10.8281 130.0 90.0
CAREP 2623.8601 2206.7517 10.8203 130.0 0.0
CAREP 2398.8904 1667.3783 10.8203 130.0 0.0
CAREP 2130.6191 889.434 10.813 130.0 0.0
CAREP 1916.433 697.572 10.8203 130.0 180.0
CAREP 2309.5833 694.4745 11.4609 130.0 0.0
CAREP 2076.2908 689.0966 11.2591 130.0 180.0
CAREP 1091.9014 1207.9735 10.8203 130.0 270.0
CAREP 2494.3845 129.9781 27.0267 130.0 180.0
CAREP 2358.407 -60.4416 27.4688 130.0 0.0
CAREP 1200.9742 168.8346 20.498 130.0 336.0
CAREP 1436.2654 383.1254 18.9188 130.0 338.0
CAREP 742.5496 381.1908 23.1719 130.0 280.0
CAREP 771.8109 -549.2895 17.0528 130.0 0.0
CAREP 749.1521 -582.0464 17.2333 130.0 87.0
CAREP 116.8752 -672.2314 6.3719 130.0 81.0
CAREP 250.2032 13.4919 2.4882 130.0 6.0
CAREP 363.1149 -80.3639 1.3828 130.0 180.0
CAREP 933.9677 -169.1874 10.9102 130.0 84.0
CAREP -561.5353 -1036.1633 24.0556 130.0 234.0
CAREP -1112.4513 -1329.7028 128.7071 130.0 83.0
CAREP -1343.0806 -2169.9058 20.9748 130.0 258.0
CAREP -1269.6899 -2644.5027 6.9708 130.0 273.0
CAREP -140.8311 737.2375 21.7674 130.0 290.0
CAREP -454.665 1480.1927 35.0102 130.0 185.0
CAREP -376.721 2469.083 39.804 130.0 311.0
CAREP 585.0619 2094.8108 38.1694 130.0 194.0
CAREP 287.5369 -54.411 1.5781 130.0 181.0
CAREP -49.6533 178.3821 2.4297 130.0 242.0
CAREP 2183.0 -1434.0 25.0 130.0 271.0
CAREP 2325.0 -1052.0 52.0 130.0 4.0
CAREP 495.0 -406.0 27.0 130.0 81.0
CAREP -1101.0 -2172.0 34.0 130.0 339.0
CAREP 362.0 1421.0 6.0 130.0 341.0
CAREP -439.0 1521.0 34.0 130.0 335.0
CAREP 337.1099 -861.796 12.0115 150.0 335.0
CAREP 997.785 447.9894 20.2343 150.0 150.0
CAREP 695.9226 226.3117 26.4775 150.0 76.0
CAREP 1399.5084 -315.4514 3.0978 150.0 105.0
CAREP 1680.7036 -106.6958 35.5465 150.0 4.0
CAREP 1873.3508 55.7551 35.5488 150.0 74.0
CAREP 1984.1244 321.2213 34.0103 150.0 95.0
CAREP -889.3627 -15.518 33.64 150.0 152.0
CAREP -362.708 -2089.1448 28.5939 150.0 190.0
CAREP -304.1215 -2837.929 41.9857 150.0 258.0
CAREP -2752.9805 -2040.4966 37.9369 150.0 243.0
CAREP -814.3922 -1805.0001 92.1591 150.0 317.0
CAREP -770.6218 -1462.8395 88.4837 150.0 180.0
CAREP -1363.8907 -2188.2876 22.7165 150.0 259.0
CAREP 120.8858 713.2813 6.0733 150.0 120.0
CAREP -887.855 813.6278 19.9109 150.0 200.0
CAREP -1224.951 1730.5367 18.1807 150.0 48.0
CAREP -843.8915 1831.3794 60.174 150.0 348.0
CAREP -445.1655 2025.5709 60.9204 150.0 315.0
CAREP 17.3581 2291.5566 23.8523 150.0 276.0
CAREP 608.2119 2724.3564 59.4816 150.0 80.0
CAREP 818.2615 1275.8894 25.9637 150.0 32.0
CAREP 2385.3044 2604.5093 6.8437 150.0 268.0
CAREP 2544.8545 844.6606 6.8504 150.0 292.0
CAREP 1778.8989 1750.4175 6.8518 150.0 180.0
CAREP 1713.244 -977.6995 37.6831 150.0 83.0
CAREP -2197.271 -534.8932 47.6415 150.0 178.0
CAREP -2562.0042 -474.8928 68.5722 150.0 275.0
CAREP -1758.5432 -1110.3741 55.3543 150.0 22.0 
RTAXI 2721.970703 -1663.162842 13.242150 120.0 356.837036 
RTAXI 2869.583984 -1443.478760 10.969358 120.0 265.969696 
RTAXI 2453.247803 -1937.979858 13.539130 120.0 4.031669 
RTAXI 1709.146973 -1261.620605 13.546850 120.0 274.051971 
RTAXI 1460.319946 -1388.015259 13.546850 120.0 89.752594 
RTAXI 1470.511353 -1028.274902 23.828112 120.0 177.659714 
RTAXI 1209.031860 -929.574707 42.923164 120.0 189.659851 
RTAXI 250.411469 -1445.696289 13.629792 120.0 38.505360 
RTAXI 546.5751 -1509.9218 14.632 120.0 99.735710 
RTAXI 1291.864014 -1649.301392 13.546925 120.0 273.519348 
RTAXI 1563.653931 -1775.136230 13.546863 120.0 273.519348 
RTAXI 995.531250 -1566.667114 13.639744 120.0 192.644363 
RTAXI 803.147705 -1355.422119 13.546900 120.0 95.490318 
RTAXI 898.044250 -1135.247925 23.828125 120.0 188.280518 
RTAXI 903.333252 -1792.735474 13.575478 120.0 1.126566 
RTAXI 1678.516968 -2200.395508 13.546875 120.0 1.126566 
RTAXI 1697.779541 -2372.598877 13.546875 120.0 187.104797 
RTAXI 1632.138794 -2324.808350 13.546875 120.0 14.125042 
RTAXI 1121.827515 -1389.730713 13.654749 120.0 185.772629 
RTAXI 415.734711 -1766.954712 5.495209 120.0 185.772629 
RTAXI 364.665436 -1822.809082 7.835925 120.0 276.807922 
RTAXI 993.496765 -1226.318237 16.929718 120.0 0.000000 
RTAXI 1127.835693 -1155.060791 23.828125 120.0 0.000000 
RTAXI 1611.076538 -1166.466309 24.078138 120.0 0.000000 
RTAXI 2125.161133 -1215.402344 23.968634 120.0 186.390152 
RTAXI 1691.760864 -1446.486816 13.546863 120.0 5.246415 
RTAXI 1238.221558 -1857.724365 13.546874 120.0 5.246415 
RTAXI 1683.988647 -1642.314941 13.539129 120.0 270.186890 
RTAXI 858.500732 -1600.636475 13.546838 120.0 40.040668 
RTAXI 621.795105 -1465.405273 14.502172 120.0 278.159943 
RTAXI 278.183655 -1740.471802 4.211136 120.0 351.520599 
RTAXI -1994.161865 -793.548767 32.171875 120.0 280.184052 
RTAXI -2029.606079 -1010.834412 32.17187 120.0 10.768069 
RTAXI -2087.366943 -299.142456 35.559174 120.0 10.768069 
RTAXI -2200.047607 326.067322 35.320313 120.0 195.072876 
RTAXI -2258.413086 112.512299 35.320313 120.0 277.192200 
RTAXI -2161.329834 -28.207741 35.320313 120.0 102.983894 
RTAXI -2152.218018 400.283417 35.260185 120.0 281.292938 
RTAXI -1829.032349 614.260925 35.171852 120.0 186.895523 
RTAXI -1705.889404 774.300964 24.890625 120.0 102.625694 
RTAXI -1907.359497 884.122253 35.171925 120.0 287.386963 
RTAXI -1847.404297 1095.092041 45.445324 120.0 8.275301 
RTAXI -1756.363159 857.957397 24.882837 120.0 189.980530 
RTAXI -1965.383301 723.326416 45.445324 120.0 5.447611 
RTAXI -2252.715576 513.952087 35.171875 120.0 195.000961 
RTAXI -2247.743164 771.224365 49.445313 120.0 99.321068 
RTAXI -1722.283203 694.171509 24.890625 120.0 277.699615 
RTAXI -1612.192505 1078.580322 7.187500 120.0 277.699615 
RTAXI -1866.821777 1324.854614 7.187500 120.0 45.189754 
RTAXI -2409.669189 1385.235352 7.187500 120.0 180.940521 
RTAXI -2687.066162 557.687561 14.713351 120.0 7.254450 
RTAXI -2667.951660 376.789276 4.367192 120.0 271.498901 
RTAXI -2701.237549 254.589432 4.328123 120.0 96.555969 
RTAXI -2609.009521 4.058912 4.320331 120.0 279.698181 
RTAXI -2415.747559 -143.715073 35.320324 120.0 95.803940 
RTAXI -2366.411621 -12.465162 35.312500 120.0 95.803940 
RTAXI -2581.193359 702.821228 27.960938 120.0 7.116008 
RTAXI -2711.430664 109.396820 4.335942 120.0 272.223572 
RTAXI -2803.685547 -116.011398 7.187502 120.0 95.624611 
RTAXI -2378.740479 913.209106 45.445313 120.0 94.635315 
RTAXI -2426.012207 159.830566 35.171902 120.0 263.824585 
RTAXI -2702.679443 -215.813370 4.335942 120.0 8.630681 
RTAXI -2782.572021 -334.177246 7.187500 120.0 357.628784 
RTAXI -2194.730713 213.941635 35.320324 120.0 190.321243 
RTAXI -2038.654663 557.736206 35.171875 120.0 14.261378 
RTAXI -1586.008667 -463.259003 6.148438 120.0 233.147568 
RTAXI -1398.064087 -324.834167 14.148437 120.0 115.396187 
RTAXI -2673.387451 -64.942459 4.335940 120.0 185.229477 
RTAXI 2202.563965 2016.471069 10.834880 120.0 0.000000 
RTAXI 2237.795166 2155.395752 10.820313 120.0 190.988281 
RTAXI 2056.315430 2288.791260 10.820313 120.0 194.810547 
RTAXI 2169.711426 2351.707764 10.820313 120.0 189.934555 
RTAXI 2380.807129 2407.691650 10.820313 120.0 5.516821 
RTAXI 2521.781982 2301.684082 10.820313 120.0 267.703522 
RTAXI 2467.188965 2058.779785 10.820313 120.0 185.939301 
RTAXI 2513.025391 1898.761353 10.820313 120.0 91.722610 
RTAXI 2552.882324 1669.992310 10.820313 120.0 95.430740 
RTAXI 2421.863037 1439.801392 10.820313 120.0 278.265930 
RTAXI 2421.667969 1145.263184 10.820313 120.0 278.265930 
RTAXI 1941.954956 1361.865234 9.257813 120.0 263.686615 
RTAXI 2232.971436 1277.367798 10.820313 120.0 91.642639 
RTAXI 2553.005371 1425.597778 10.820313 120.0 91.642639 
RTAXI 2032.9623 1927.8557 12.1449 120.0 255.359543 
RTAXI 2172.241211 1116.746460 12.682873 120.0 65.335785 
RTAXI 2601.856201 1153.112549 10.820313 120.0 285.813507 
RTAXI 2241.712646 1465.095093 10.820313 120.0 270.940186 
RTAXI 1724.060059 1502.238037 10.812820 120.0 260.179626 
RTAXI 1720.672119 1489.822388 10.820313 120.0 250.192322 
RTAXI 2581.992920 1958.920044 10.820313 120.0 191.172150 
RTAXI 2293.036621 2307.602539 10.820313 120.0 85.534546 
RTAXI 1443.175659 2667.882080 10.820313 120.0 357.766235 
RTAXI 1439.518311 2610.369141 10.820313 120.0 188.763748 
RTAXI 1012.958191 1397.533203 10.820313 120.0 98.916298 
RTAXI 1001.701843 1735.702026 10.921875 120.0 276.061523 
RTAXI 1350.729370 2058.819824 10.820313 120.0 190.311264 
RTAXI 1857.510132 2167.593506 10.820313 120.0 10.032186 
RTAXI 1748.117920 2058.826660 10.904699 120.0 178.862457 
RTAXI 1652.902588 1742.321167 10.828112 120.0 90.513130 
RTAXI -2166.335938 -2445.510010 30.61725 120.0 50.308159 
RTAXI 214.045502 -206.315521 1.578125 120.0 191.040192 
RTAXI 1360.533569 272.089996 19.554726 120.0 58.150909 
RTAXI 2338.445068 39.595154 26.484337 120.0 279.281464 
RTAXI -184.836197 1118.011597 19.742212 120.0 96.095680 
RTAXI -2518.470947 2336.607910 4.984339 120.0 199.492188 
