//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight 
//	Amb			Amb_Obj			Dir 			Sky top			Sky bot			SunCore			SunCorona			SunSz		SprSz		SprBght			Shdw LightShd PoleShd		FarClp		FogSt		LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1 RGB1			Alpha2 RGB2			CloudAlpha	IntensityLimit	WaterFogAlpha	DirMult
	81 60 40			211 170 133			255 255 255 			58 77 101 			222 138 84 			255 194 139 			255 194 139 			6.0		0.8		0.5			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			232 178 144 250			127 86 86 86			127 149 94 0			0	255	0	1.50		
// 7AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	70 60 50			176 156 134			255 255 255 			61 96 155 			255 194 139 			255 194 139 			255 194 139 			6.0		0.7		0.3			220 0 255			800.0		20.0		0.0			50 50 50			255 194 139			225 184 158 250			111 133 106 70			127 96 61 15			0	255	0	2.00		
// 8AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 75 70			180 175 170			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			114 119 98 65			127 115 82 46			0	255	0	2.00		
// 9AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			117 106 90 61			127 147 129 73			0	255	0	2.00		
// 10AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			120 92 82 56			127 134 116 57			0	255	0	2.00		
// 11AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			120 92 82 56			127 148 128 72			0	255	0	2.00		
// Midday                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
//	Amb			Amb_Obj			Dir 			Sky top			Sky bot			SunCore			SunCorona			SunSz		SprSz		SprBght			Shdw LightShd PoleShd		FarClp		FogSt		LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1 RGB1			Alpha2 RGB2			CloudAlpha	IntensityLimit	WaterFogAlpha	DirMult
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			120 92 82 56			127 153 139 83			0	255	0	2.00		
// 1PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			124 74 74 56			127 160 142 79			0	255	0	2.00		
// 2PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			121 82 82 64			127 142 125 63			0	255	0	2.00		
// 3PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			118 90 90 73			127 126 111 53			0	255	0	2.00		
// 4PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			115 99 99 81			127 134 113 52			0	255	0	2.00		
// 5PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 75 70			180 175 170			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			112 107 107 90			127 119 98 45			0	255	0	2.00		
// 6PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	70 60 50			195 177 158			255 255 255 			61 96 155 			255 194 139 			63 48 34 			63 48 34 			6.0		0.7		0.3			220 0 255			800.0		20.0		0.0			50 50 50			255 194 139			255 177 129 255			109 115 115 98			127 97 61 17			0	255	0	2.00		
// 7PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	46 25 7			204 170 144			255 255 255 			58 77 101 			222 138 84 			0 0 0 			0 0 0 			0.0		0.8		0.3			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			255 177 129 255			106 124 124 107			127 86 50 10			0	255	0	1.50		
// 8PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	9 3 0			150 143 136			255 255 255 			45 63 77 			116 84 66 			0 0 0 			0 0 0 			0.0		0.8		0.5			200 10 255			800.0		10.0		0.7			50 50 50			87 77 71			124 119 114 255			127 99 103 59			127 66 27 0			0	255	0	0.80		
// 9PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	40 40 40			140 140 140			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			0.0		0.8		0.8			200 150 255			700.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 147 116 62			127 92 12 12			0	255	0	1.00		
// 10PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	40 40 40			160 160 160			255 255 255 			9 11 13 			17 22 23 			0 0 0 			0 0 0 			0.0		1.3		0.8			200 150 255			600.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 209 143 84			127 76 51 0			0	255	0	1.00		
// 11PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	35 35 35			170 170 170			255 255 255 			9 11 13 			14 18 20 			0 0 0 			0 0 0 			0.0		1.4		0.8			200 150 255			500.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 148 115 85			127 78 94 71			0	255	0	1.00		
//                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
///////////////////////////////////////////SUNNY_LA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
//                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
//	Amb			Amb_Obj			Dir 			Sky top			Sky bot			SunCore			SunCorona			SunSz		SprSz		SprBght			Shdw LightShd PoleShd		FarClp		FogSt		LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1 RGB1			Alpha2 RGB2			CloudAlpha	IntensityLimit	WaterFogAlpha	DirMult
//	Amb					Amb_Obj					Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35			170 170 170			255 255 255 			9 11 13 			14 18 20 			0 0 0 			0 0 0 			0.0		1.4		0.8			200 150 255			800.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 110 126 210			212 0 81 104			255	255	0	1.00		
// 1AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
	35 35 35			170 170 170			255 255 255 			9 11 13 			14 18 20 			0 0 0 			0 0 0 			0.0		1.4		0.8			200 150 255			800.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 108 127 213			202 0 81 102			255	255	0	1.00		
// 2AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
	35 35 35			170 170 170			255 255 255 			9 11 13 			14 18 20 			0 0 0 			0 0 0 			0.0		1.4		0.8			200 150 255			800.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 106 128 216			192 1 82 100			255	255	0	1.00		
// 3AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
	35 35 35			170 170 170			255 255 255 			9 11 13 			14 18 20 			0 0 0 			0 0 0 			0.0		1.4		0.8			200 150 255			800.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 105 129 220			182 2 83 98			255	255	0	1.00		
// 4AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
	40 40 40			170 170 170			255 255 255 			9 11 13 			14 18 20 			0 0 0 			0 0 0 			0.0		1.3		0.8			200 150 255			800.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			127 103 130 223			172 3 84 96			255	255	0	1.00		
// 5AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
	40 40 40			160 160 160			255 255 255 			15 18 20 			30 36 40 			255 194 139 			255 194 139 			0.0		0.8		0.8			200 150 255			800.0		20.0		0.8			25 20 15			30 25 18			87 87 87 255			127 102 132 227			162 4 85 95			255	255	0	1.00		
// 6AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	81 60 40			211 170 133			255 255 255 			58 77 101 			222 138 84 			255 194 139 			255 194 139 			6.0		0.8		0.5			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			232 178 144 250			127 86 86 86			127 149 94 0			255	255	0	1.50		
// 7AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	70 60 50			176 156 134			255 255 255 			61 96 155 			255 194 139 			255 194 139 			255 194 139 			6.0		0.7		0.3			220 0 255			800.0		10.0		0.0			50 50 50			255 194 139			225 184 158 250			127 58 110 115			121 123 70 1			255	255	0	2.00		
// 8AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 75 70			180 175 170			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			125 60 112 116			122 130 73 1			255	255	0	2.00		
// 9AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			124 62 114 117			123 137 77 1			255	255	0	2.00		
// 10AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			122 65 116 118			124 145 80 1			255	255	0	2.00		
// 11AM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			121 67 118 119			125 152 84 1			255	255	0	2.00		
// Midday                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
//	Amb			Amb_Obj			Dir 			Sky top			Sky bot			SunCore			SunCorona			SunSz		SprSz		SprBght			Shdw LightShd PoleShd		FarClp		FogSt		LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1 RGB1			Alpha2 RGB2			CloudAlpha	IntensityLimit	WaterFogAlpha	DirMult
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			120 70 121 120			127 160 88 2			255	255	0	2.00		
// 1PM                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
	80 80 80			200 200 200			255 255 255 			89 126 187 			146 194 231 			255 255 255 			255 255 255 			5.0		0.7		0.3			230 0 255			800.0		20.0		0.0			50 50 50			255 255 255			198 227 255 250			118 72 121 119			127 153 84 1			255	255	0	2.00		
